Project ID,Project Name,Owner,Developer,Address,Zip Code,Unit Type,Tenure,City Amount,Longitude,Latitude,Property Manager Phone Number,Property Manager Email
5133,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.700578,30.198592,,
5132,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697066,30.196175,,
5131,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.700536,30.199186,,
5130,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.700245,30.198972,,
5129,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.698063,30.197742,,
5128,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.701058,30.19906,,
5127,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.698027,30.197632,,
5126,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.700644,30.199277,,
5125,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.701005,30.199556,,
5124,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695109,30.197307,,
5123,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696564,30.199177,,
5122,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696608,30.196771,,
5121,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697632,30.197871,,
5120,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697628,30.197873,,
5119,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697501,30.19761,,
5118,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.700152,30.19889,,
5117,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.698096,30.197813,,
5116,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.701687,30.199472,,
5115,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.701687,30.199472,,
5114,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696567,30.195167,,
5113,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69626,30.195491,,
5112,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697002,30.195511,,
5111,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697645,30.196997,,
5110,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697188,30.197311,,
5109,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697575,30.196034,,
5108,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696688,30.195829,,
5107,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697312,30.196325,,
5106,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696801,30.195345,,
5105,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69707,30.195623,,
5104,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696888,30.195406,,
5103,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696631,30.195283,,
5102,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69693,30.196481,,
5101,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697359,30.195862,,
5100,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697167,30.195701,,
5099,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697476,30.195955,,
5098,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697263,30.195791,,
5097,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695976,30.195238,,
5096,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69509,30.197413,,
5095,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697484,30.196511,,
5094,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695793,30.198372,,
5093,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695041,30.197533,,
5092,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696118,30.194779,,
5091,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697517,30.197071,,
5090,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695969,30.198556,,
5089,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696759,30.198281,,
5088,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696555,30.198523,,
5087,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69538,30.19971,,
5086,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.6976921,30.198142,,
5085,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696356,30.19557,,
5084,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694406,30.200508,,
5083,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695856,30.199716,,
5082,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695679,30.198282,,
5081,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695445,30.198095,,
5080,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695983,30.199641,,
5079,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696513,30.197939,,
5078,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693701,30.200752,,
5077,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696324,30.197592,,
5076,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69721,30.19791,,
5075,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69366,30.201144,,
5074,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693521,30.200379,,
5073,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693569,30.200145,,
5072,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693223,30.199919,,
5071,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693083,30.200252,,
5070,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694503,30.200419,,
5069,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694148,30.200677,,
5068,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693578,30.200762,,
5067,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693839,30.200739,,
5066,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694755,30.200776,,
5065,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694541,30.200927,,
5064,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694424,30.20102,,
5063,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69586,30.197616,,
5062,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695808,30.197755,,
5061,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693921,30.201134,,
5060,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694029,30.201085,,
5059,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.697051,30.197626,,
5058,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69686,30.197426,,
5057,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693036,30.200821,,
5056,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693077,30.200709,,
5055,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696058,30.199581,,
5054,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696353,30.197009,,
5053,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695178,30.197983,,
5052,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694846,30.200688,,
5051,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693537,30.200492,,
5050,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695613,30.197188,,
5049,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693049,30.200614,,
5048,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693049,30.200614,,
5047,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696435,30.197094,,
5046,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692776,30.201204,,
5045,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696028,30.19629,,
5044,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692257,30.200331,,
5043,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69267,30.200484,,
5042,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692244,30.200213,,
5041,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693121,30.20016,,
5040,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696197,30.196612,,
5039,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693282,30.201166,,
5038,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696601,30.196226,,
5037,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695802,30.195555,,
5036,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692707,30.200135,,
5035,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695104,30.196546,,
5034,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695495,30.19616,,
5033,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695705,30.196008,,
5032,Colardao Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692856,30.199615,,
5031,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692112,30.200911,,
5030,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695941,30.196398,,
5029,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692264,30.200005,,
5028,Coloardo Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694518,30.200141,,
5027,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693269,30.199715,,
5026,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695487,30.200144,,
5025,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694312,30.196144,,
5024,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695542,30.196742,,
5023,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693485,30.197308,,
5022,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693919,30.199951,,
5021,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695517,30.197287,,
5020,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693136,30.20003,,
5019,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.696078,30.196707,,
5018,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693159,30.201176,,
5017,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692674,30.20026,,
5016,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692831,30.199945,,
5015,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694837,30.19685,,
5014,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695727,30.195445,,
5013,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69583,30.196459,,
5012,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692163,30.200768,,
5011,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692183,30.200654,,
5010,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692169,30.200538,,
5009,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695311,30.196931,,
5008,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692195,30.200437,,
5007,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692278,30.200116,,
5006,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692373,30.199674,,
5005,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69237,30.199585,,
5004,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69472,30.1971,,
5003,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694773,30.1969664,,
5002,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695641,30.199965,,
5001,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694962,30.200626,,
5000,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695222,30.20039,,
4999,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69406,30.197622,,
4998,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69374,30.196768,,
4997,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694198,30.197676,,
4996,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695821,30.199813,,
4995,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694194,30.197126,,
4994,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693266,30.198536,,
4993,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694204,30.196239,,
4992,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693794,30.19944,,
4991,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695,30.195552,,
4990,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695025,30.199055,,
4989,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694074,30.197059,,
4988,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694622,30.19972,,
4987,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694037,30.196489,,
4986,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692421,30.199358,,
4985,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692432,30.19925,,
4984,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693614,30.198678,,
4983,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692912,30.199093,,
4982,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695411,30.195764,,
4981,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692948,30.198983,,
4980,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.6929,30.199217,,
4979,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693019,30.198456,,
4978,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694709,30.195802,,
4977,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694933,30.195638,,
4976,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695433,30.195178,,
4975,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695539,30.195083,,
4974,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694412,30.198872,,
4973,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694655,30.198939,,
4972,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695525,30.199251,,
4971,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693032,30.199127,,
4970,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695322,30.199577,,
4969,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694294,30.200027,,
4968,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693945,30.196594,,
4967,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.69396,30.199168,,
4966,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693163,30.199301,,
4965,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693289,30.199329,,
4964,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.692471,30.198663,,
4963,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693484,30.199027,,
4961,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.694895,30.199018,,
4960,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693868,30.19872,,
4959,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693373,30.198572,,
4958,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695225,30.195953,,
4957,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.693007,30.19886,,
4956,Colorado Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78744,Single Family,Ownership,0,-97.695617,30.194979,,
4955,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766632,30.137046,,
4954,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765267,30.137309,,
4953,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766733,30.136508,,
4952,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766673,30.135968,,
4951,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766595,30.13647,,
4950,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766795,30.136022,,
4949,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765667,30.136756,,
4948,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.768688,30.143517,,
4947,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766612,30.136464,,
4946,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.764085,30.138915,,
4945,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.768743,30.143294,,
4944,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.768096,30.143289,,
4943,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765644,30.139223,,
4942,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766945,30.14251,,
4941,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.767974,30.143029,,
4940,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.768641,30.143142,,
4939,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.767396,30.143158,,
4938,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.767251,30.142762,,
4937,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.766761,30.142883,,
4936,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765044,30.139891,,
4935,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765717,30.140566,,
4934,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765717,30.140566,,
4933,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.768645,30.143142,,
4932,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.765757,30.139274,,
4931,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.764476,30.139909,,
4930,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.767385,30.141417,,
4929,Bradshaw Crossing - SF,Lennar Buffington,Lennar Buffington,Undisclosed,78747,Single Family,Ownership,0,-97.764574,30.140361,,
